episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
71709,39.0,4,1,4,0.02,0.001
71710,-35.0,1,0,2,0.02,0.001
71711,40.0,5,1,5,0.02,0.001
71712,-20.0,16,0,17,0.02,0.001
71713,-34.0,2,0,3,0.02,0.001
71714,42.0,7,1,7,0.02,0.001
71715,-34.0,2,0,3,0.02,0.001
71716,41.0,6,1,6,0.02,0.001
71717,-30.0,6,0,7,0.02,0.001
71718,46.0,11,1,11,0.02,0.001
71719,51.0,16,1,16,0.02,0.001
71720,-32.0,4,0,5,0.02,0.001
71721,-32.0,4,0,5,0.02,0.001
71722,-23.0,13,0,14,0.02,0.001
71723,44.0,9,1,9,0.02,0.001
71724,-34.0,2,0,3,0.02,0.001
71725,43.0,8,1,8,0.02,0.001
71726,-32.0,4,0,5,0.02,0.001
71727,-27.0,9,0,10,0.02,0.001
71728,-30.0,6,0,7,0.02,0.001
71729,38.0,3,1,3,0.02,0.001
71730,46.0,11,1,11,0.02,0.001
71731,-32.0,4,0,5,0.02,0.001
71732,43.0,8,1,8,0.02,0.001
71733,-34.0,2,0,3,0.02,0.001
71734,-35.0,1,0,2,0.02,0.001
71735,-32.0,4,0,5,0.02,0.001
71736,-31.0,5,0,6,0.02,0.001
71737,44.0,9,1,9,0.02,0.001
71738,40.0,5,1,5,0.02,0.001
71739,42.0,7,1,7,0.02,0.001
71740,-34.0,2,0,3,0.02,0.001
71741,42.0,7,1,7,0.02,0.001
71742,-31.0,5,0,6,0.02,0.001
71743,-31.0,5,0,6,0.02,0.001
71744,41.0,6,1,6,0.02,0.001
71745,37.0,2,1,2,0.02,0.001
71746,42.0,7,1,7,0.02,0.001
71747,-33.0,3,0,4,0.02,0.001
71748,41.0,6,1,6,0.02,0.001
71749,40.0,5,1,5,0.02,0.001
71750,-34.0,2,0,3,0.02,0.001
71751,41.0,6,1,6,0.02,0.001
71752,-25.0,11,0,12,0.02,0.001
71753,46.0,11,1,11,0.02,0.001
71754,-35.0,1,0,2,0.02,0.001
71755,41.0,6,1,6,0.02,0.001
71756,-35.0,1,0,2,0.02,0.001
71757,-29.0,7,0,8,0.02,0.001
71758,-34.0,2,0,3,0.02,0.001
71759,-31.0,5,0,6,0.02,0.001
71760,-33.0,3,0,4,0.02,0.001
71761,44.0,9,1,9,0.02,0.001
71762,-34.0,2,0,3,0.02,0.001
71763,-35.0,1,0,2,0.02,0.001
71764,-31.0,5,0,6,0.02,0.001
71765,-29.0,7,0,8,0.02,0.001
71766,38.0,3,1,3,0.02,0.001
71767,40.0,5,1,5,0.02,0.001
71768,42.0,7,1,7,0.02,0.001
71769,-29.0,7,0,8,0.02,0.001
71770,-35.0,1,0,2,0.02,0.001
71771,-33.0,3,0,4,0.02,0.001
71772,-23.0,13,0,14,0.02,0.001
71773,41.0,6,1,6,0.02,0.001
71774,-34.0,2,0,3,0.02,0.001
71775,-34.0,2,0,3,0.02,0.001
71776,-31.0,5,0,6,0.02,0.001
71777,-31.0,5,0,6,0.02,0.001
71778,42.0,7,1,7,0.02,0.001
71779,-33.0,3,0,4,0.02,0.001
71780,-33.0,3,0,4,0.02,0.001
71781,40.0,5,1,5,0.02,0.001
71782,44.0,9,1,9,0.02,0.001
71783,42.0,7,1,7,0.02,0.001
71784,40.0,5,1,5,0.02,0.001
71785,-25.0,11,0,12,0.02,0.001
71786,54.0,19,1,19,0.02,0.001
71787,-35.0,1,0,2,0.02,0.001
71788,39.0,4,1,4,0.02,0.001
71789,-26.0,10,0,11,0.02,0.001
71790,-29.0,7,0,8,0.02,0.001
71791,-31.0,5,0,6,0.02,0.001
71792,52.0,17,1,17,0.02,0.001
71793,47.0,12,1,12,0.02,0.001
71794,44.0,9,1,9,0.02,0.001
71795,-31.0,5,0,6,0.02,0.001
71796,40.0,5,1,5,0.02,0.001
71797,-35.0,1,0,2,0.02,0.001
71798,41.0,6,1,6,0.02,0.001
71799,41.0,6,1,6,0.02,0.001
71800,41.0,6,1,6,0.02,0.001
71801,38.0,3,1,3,0.02,0.001
71802,-34.0,2,0,3,0.02,0.001
71803,-27.0,9,0,10,0.02,0.001
71804,-31.0,5,0,6,0.02,0.001
71805,38.0,3,1,3,0.02,0.001
71806,-35.0,1,0,2,0.02,0.001
71807,43.0,8,1,8,0.02,0.001
71808,43.0,8,1,8,0.02,0.001
71809,40.0,5,1,5,0.02,0.001
71810,-31.0,5,0,6,0.02,0.001
71811,41.0,6,1,6,0.02,0.001
71812,41.0,6,1,6,0.02,0.001
71813,43.0,8,1,8,0.02,0.001
71814,-34.0,2,0,3,0.02,0.001
71815,-35.0,1,0,2,0.02,0.001
71816,-27.0,9,0,10,0.02,0.001
71817,-34.0,2,0,3,0.02,0.001
71818,37.0,2,1,2,0.02,0.001
71819,-34.0,2,0,3,0.02,0.001
71820,43.0,8,1,8,0.02,0.001
71821,-33.0,3,0,4,0.02,0.001
71822,41.0,6,1,6,0.02,0.001
71823,-30.0,6,0,7,0.02,0.001
71824,-33.0,3,0,4,0.02,0.001
71825,53.0,18,1,18,0.02,0.001
71826,42.0,7,1,7,0.02,0.001
71827,-35.0,1,0,2,0.02,0.001
71828,-34.0,2,0,3,0.02,0.001
71829,41.0,6,1,6,0.02,0.001
71830,44.0,9,1,9,0.02,0.001
71831,-35.0,1,0,2,0.02,0.001
71832,-29.0,7,0,8,0.02,0.001
71833,-31.0,5,0,6,0.02,0.001
71834,42.0,7,1,7,0.02,0.001
71835,46.0,11,1,11,0.02,0.001
71836,45.0,10,1,10,0.02,0.001
71837,-30.0,6,0,7,0.02,0.001
71838,-28.0,8,0,9,0.02,0.001
71839,-34.0,2,0,3,0.02,0.001
71840,46.0,11,1,11,0.02,0.001
71841,-34.0,2,0,3,0.02,0.001
71842,39.0,4,1,4,0.02,0.001
71843,39.0,4,1,4,0.02,0.001
71844,-30.0,6,0,7,0.02,0.001
71845,46.0,11,1,11,0.02,0.001
71846,-33.0,3,0,4,0.02,0.001
71847,-34.0,2,0,3,0.02,0.001
71848,-21.0,15,0,16,0.02,0.001
71849,40.0,5,1,5,0.02,0.001
71850,-20.0,16,0,17,0.02,0.001
71851,-26.0,10,0,11,0.02,0.001
71852,47.0,12,1,12,0.02,0.001
71853,-29.0,7,0,8,0.02,0.001
71854,44.0,9,1,9,0.02,0.001
71855,-21.0,15,0,16,0.02,0.001
71856,-35.0,1,0,2,0.02,0.001
71857,-34.0,2,0,3,0.02,0.001
71858,-29.0,7,0,8,0.02,0.001
71859,46.0,11,1,11,0.02,0.001
71860,-33.0,3,0,4,0.02,0.001
71861,-29.0,7,0,8,0.02,0.001
71862,-33.0,3,0,4,0.02,0.001
71863,37.0,2,1,2,0.02,0.001
71864,-30.0,6,0,7,0.02,0.001
71865,43.0,8,1,8,0.02,0.001
71866,41.0,6,1,6,0.02,0.001
71867,42.0,7,1,7,0.02,0.001
71868,-27.0,9,0,10,0.02,0.001
71869,43.0,8,1,8,0.02,0.001
71870,42.0,7,1,7,0.02,0.001
71871,-35.0,1,0,2,0.02,0.001
71872,-27.0,9,0,10,0.02,0.001
71873,-31.0,5,0,6,0.02,0.001
71874,46.0,11,1,11,0.02,0.001
71875,47.0,12,1,12,0.02,0.001
71876,-35.0,1,0,2,0.02,0.001
71877,-34.0,2,0,3,0.02,0.001
71878,-33.0,3,0,4,0.02,0.001
71879,-35.0,1,0,2,0.02,0.001
71880,-35.0,1,0,2,0.02,0.001
71881,-35.0,1,0,2,0.02,0.001
71882,42.0,7,1,7,0.02,0.001
71883,-33.0,3,0,4,0.02,0.001
71884,-32.0,4,0,5,0.02,0.001
71885,-32.0,4,0,5,0.02,0.001
71886,-33.0,3,0,4,0.02,0.001
71887,-33.0,3,0,4,0.02,0.001
71888,-30.0,6,0,7,0.02,0.001
71889,-29.0,7,0,8,0.02,0.001
71890,-28.0,8,0,9,0.02,0.001
71891,39.0,4,1,4,0.02,0.001
71892,39.0,4,1,4,0.02,0.001
71893,-34.0,2,0,3,0.02,0.001
71894,-27.0,9,0,10,0.02,0.001
71895,-31.0,5,0,6,0.02,0.001
71896,36,1,1,1,0.02,0.001
71897,-28.0,8,0,9,0.02,0.001
71898,-31.0,5,0,6,0.02,0.001
71899,49.0,14,1,14,0.02,0.001
71900,-30.0,6,0,7,0.02,0.001
71901,40.0,5,1,5,0.02,0.001
71902,-24.0,12,0,13,0.02,0.001
71903,-28.0,8,0,9,0.02,0.001
71904,-34.0,2,0,3,0.02,0.001
71905,45.0,10,1,10,0.02,0.001
71906,-34.0,2,0,3,0.02,0.001
71907,-33.0,3,0,4,0.02,0.001
71908,41.0,6,1,6,0.02,0.001
71909,-33.0,3,0,4,0.02,0.001
71910,40.0,5,1,5,0.02,0.001
71911,-30.0,6,0,7,0.02,0.001
71912,-33.0,3,0,4,0.02,0.001
71913,44.0,9,1,9,0.02,0.001
71914,-30.0,6,0,7,0.02,0.001
71915,-23.0,13,0,14,0.02,0.001
71916,-35.0,1,0,2,0.02,0.001
71917,42.0,7,1,7,0.02,0.001
71918,-33.0,3,0,4,0.02,0.001
71919,-23.0,13,0,14,0.02,0.001
71920,-28.0,8,0,9,0.02,0.001
71921,-26.0,10,0,11,0.02,0.001
71922,-33.0,3,0,4,0.02,0.001
71923,-32.0,4,0,5,0.02,0.001
71924,-31.0,5,0,6,0.02,0.001
71925,-31.0,5,0,6,0.02,0.001
71926,43.0,8,1,8,0.02,0.001
71927,-34.0,2,0,3,0.02,0.001
71928,42.0,7,1,7,0.02,0.001
71929,-30.0,6,0,7,0.02,0.001
71930,45.0,10,1,10,0.02,0.001
71931,-27.0,9,0,10,0.02,0.001
71932,53.0,18,1,18,0.02,0.001
71933,43.0,8,1,8,0.02,0.001
71934,-31.0,5,0,6,0.02,0.001
71935,40.0,5,1,5,0.02,0.001
71936,-31.0,5,0,6,0.02,0.001
71937,-27.0,9,0,10,0.02,0.001
71938,45.0,10,1,10,0.02,0.001
71939,-28.0,8,0,9,0.02,0.001
71940,-25.0,11,0,12,0.02,0.001
71941,-23.0,13,0,14,0.02,0.001
71942,46.0,11,1,11,0.02,0.001
71943,-30.0,6,0,7,0.02,0.001
71944,-31.0,5,0,6,0.02,0.001
71945,39.0,4,1,4,0.02,0.001
71946,41.0,6,1,6,0.02,0.001
71947,47.0,12,1,12,0.02,0.001
71948,43.0,8,1,8,0.02,0.001
71949,40.0,5,1,5,0.02,0.001
71950,-35.0,1,0,2,0.02,0.001
71951,39.0,4,1,4,0.02,0.001
71952,-25.0,11,0,12,0.02,0.001
71953,40.0,5,1,5,0.02,0.001
71954,-34.0,2,0,3,0.02,0.001
71955,48.0,13,1,13,0.02,0.001
71956,41.0,6,1,6,0.02,0.001
71957,-34.0,2,0,3,0.02,0.001
71958,-35.0,1,0,2,0.02,0.001
71959,-32.0,4,0,5,0.02,0.001
71960,-22.0,14,0,15,0.02,0.001
71961,-35.0,1,0,2,0.02,0.001
71962,-31.0,5,0,6,0.02,0.001
71963,-30.0,6,0,7,0.02,0.001
71964,41.0,6,1,6,0.02,0.001
71965,-34.0,2,0,3,0.02,0.001
71966,46.0,11,1,11,0.02,0.001
71967,50.0,15,1,15,0.02,0.001
71968,38.0,3,1,3,0.02,0.001
71969,41.0,6,1,6,0.02,0.001
71970,-30.0,6,0,7,0.02,0.001
71971,-34.0,2,0,3,0.02,0.001
71972,46.0,11,1,11,0.02,0.001
71973,43.0,8,1,8,0.02,0.001
71974,-32.0,4,0,5,0.02,0.001
71975,-32.0,4,0,5,0.02,0.001
71976,43.0,8,1,8,0.02,0.001
71977,39.0,4,1,4,0.02,0.001
71978,45.0,10,1,10,0.02,0.001
71979,-34.0,2,0,3,0.02,0.001
71980,-35.0,1,0,2,0.02,0.001
71981,-35.0,1,0,2,0.02,0.001
71982,-31.0,5,0,6,0.02,0.001
71983,-33.0,3,0,4,0.02,0.001
71984,-25.0,11,0,12,0.02,0.001
71985,-24.0,12,0,13,0.02,0.001
71986,44.0,9,1,9,0.02,0.001
71987,43.0,8,1,8,0.02,0.001
71988,-33.0,3,0,4,0.02,0.001
71989,-34.0,2,0,3,0.02,0.001
71990,45.0,10,1,10,0.02,0.001
71991,-30.0,6,0,7,0.02,0.001
71992,-35.0,1,0,2,0.02,0.001
71993,-34.0,2,0,3,0.02,0.001
71994,-30.0,6,0,7,0.02,0.001
71995,-23.0,13,0,14,0.02,0.001
71996,44.0,9,1,9,0.02,0.001
71997,43.0,8,1,8,0.02,0.001
71998,44.0,9,1,9,0.02,0.001
71999,50.0,15,1,15,0.02,0.001
72000,-35.0,1,0,2,0.02,0.001
72001,-28.0,8,0,9,0.02,0.001
72002,48.0,13,1,13,0.02,0.001
72003,-31.0,5,0,6,0.02,0.001
72004,41.0,6,1,6,0.02,0.001
72005,-32.0,4,0,5,0.02,0.001
72006,40.0,5,1,5,0.02,0.001
72007,43.0,8,1,8,0.02,0.001
72008,45.0,10,1,10,0.02,0.001
72009,44.0,9,1,9,0.02,0.001
72010,-35.0,1,0,2,0.02,0.001
72011,-35.0,1,0,2,0.02,0.001
72012,-35.0,1,0,2,0.02,0.001
72013,-22.0,14,0,15,0.02,0.001
72014,48.0,13,1,13,0.02,0.001
72015,42.0,7,1,7,0.02,0.001
72016,44.0,9,1,9,0.02,0.001
72017,-35.0,1,0,2,0.02,0.001
72018,43.0,8,1,8,0.02,0.001
72019,47.0,12,1,12,0.02,0.001
72020,-32.0,4,0,5,0.02,0.001
72021,-32.0,4,0,5,0.02,0.001
72022,-30.0,6,0,7,0.02,0.001
72023,42.0,7,1,7,0.02,0.001
72024,-24.0,12,0,13,0.02,0.001
72025,47.0,12,1,12,0.02,0.001
72026,-33.0,3,0,4,0.02,0.001
72027,-32.0,4,0,5,0.02,0.001
72028,-26.0,10,0,11,0.02,0.001
72029,44.0,9,1,9,0.02,0.001
72030,39.0,4,1,4,0.02,0.001
72031,-28.0,8,0,9,0.02,0.001
72032,43.0,8,1,8,0.02,0.001
72033,-26.0,10,0,11,0.02,0.001
72034,-35.0,1,0,2,0.02,0.001
72035,-34.0,2,0,3,0.02,0.001
72036,47.0,12,1,12,0.02,0.001
72037,-33.0,3,0,4,0.02,0.001
72038,42.0,7,1,7,0.02,0.001
72039,-34.0,2,0,3,0.02,0.001
72040,-35.0,1,0,2,0.02,0.001
72041,-29.0,7,0,8,0.02,0.001
72042,-35.0,1,0,2,0.02,0.001
72043,42.0,7,1,7,0.02,0.001
72044,-35.0,1,0,2,0.02,0.001
72045,-35.0,1,0,2,0.02,0.001
72046,-34.0,2,0,3,0.02,0.001
72047,-35.0,1,0,2,0.02,0.001
72048,41.0,6,1,6,0.02,0.001
72049,39.0,4,1,4,0.02,0.001
72050,-35.0,1,0,2,0.02,0.001
72051,44.0,9,1,9,0.02,0.001
72052,-33.0,3,0,4,0.02,0.001
72053,41.0,6,1,6,0.02,0.001
72054,39.0,4,1,4,0.02,0.001
72055,-35.0,1,0,2,0.02,0.001
72056,-30.0,6,0,7,0.02,0.001
72057,-32.0,4,0,5,0.02,0.001
72058,-23.0,13,0,14,0.02,0.001
72059,42.0,7,1,7,0.02,0.001
72060,41.0,6,1,6,0.02,0.001
72061,-31.0,5,0,6,0.02,0.001
72062,-35.0,1,0,2,0.02,0.001
72063,39.0,4,1,4,0.02,0.001
72064,44.0,9,1,9,0.02,0.001
72065,-28.0,8,0,9,0.02,0.001
72066,-35.0,1,0,2,0.02,0.001
72067,-29.0,7,0,8,0.02,0.001
72068,-27.0,9,0,10,0.02,0.001
72069,45.0,10,1,10,0.02,0.001
72070,38.0,3,1,3,0.02,0.001
72071,-32.0,4,0,5,0.02,0.001
72072,-33.0,3,0,4,0.02,0.001
72073,-29.0,7,0,8,0.02,0.001
72074,-33.0,3,0,4,0.02,0.001
72075,-30.0,6,0,7,0.02,0.001
72076,43.0,8,1,8,0.02,0.001
72077,-35.0,1,0,2,0.02,0.001
72078,42.0,7,1,7,0.02,0.001
72079,41.0,6,1,6,0.02,0.001
72080,-35.0,1,0,2,0.02,0.001
72081,-32.0,4,0,5,0.02,0.001
72082,39.0,4,1,4,0.02,0.001
72083,38.0,3,1,3,0.02,0.001
72084,40.0,5,1,5,0.02,0.001
72085,-34.0,2,0,3,0.02,0.001
72086,-33.0,3,0,4,0.02,0.001
72087,46.0,11,1,11,0.02,0.001
72088,40.0,5,1,5,0.02,0.001
72089,42.0,7,1,7,0.02,0.001
72090,-30.0,6,0,7,0.02,0.001
72091,-33.0,3,0,4,0.02,0.001
72092,48.0,13,1,13,0.02,0.001
72093,42.0,7,1,7,0.02,0.001
72094,43.0,8,1,8,0.02,0.001
72095,-34.0,2,0,3,0.02,0.001
72096,-34.0,2,0,3,0.02,0.001
72097,52.0,17,1,17,0.02,0.001
72098,40.0,5,1,5,0.02,0.001
72099,46.0,11,1,11,0.02,0.001
72100,-26.0,10,0,11,0.02,0.001
72101,41.0,6,1,6,0.02,0.001
72102,45.0,10,1,10,0.02,0.001
72103,-26.0,10,0,11,0.02,0.001
72104,-27.0,9,0,10,0.02,0.001
72105,45.0,10,1,10,0.02,0.001
72106,-35.0,1,0,2,0.02,0.001
72107,-27.0,9,0,10,0.02,0.001
72108,42.0,7,1,7,0.02,0.001
72109,-33.0,3,0,4,0.02,0.001
72110,41.0,6,1,6,0.02,0.001
72111,45.0,10,1,10,0.02,0.001
72112,40.0,5,1,5,0.02,0.001
72113,46.0,11,1,11,0.02,0.001
72114,46.0,11,1,11,0.02,0.001
72115,41.0,6,1,6,0.02,0.001
72116,-28.0,8,0,9,0.02,0.001
72117,-35.0,1,0,2,0.02,0.001
72118,47.0,12,1,12,0.02,0.001
72119,-30.0,6,0,7,0.02,0.001
72120,-28.0,8,0,9,0.02,0.001
72121,37.0,2,1,2,0.02,0.001
72122,39.0,4,1,4,0.02,0.001
72123,-28.0,8,0,9,0.02,0.001
72124,-35.0,1,0,2,0.02,0.001
72125,45.0,10,1,10,0.02,0.001
72126,42.0,7,1,7,0.02,0.001
72127,-32.0,4,0,5,0.02,0.001
72128,-32.0,4,0,5,0.02,0.001
72129,-32.0,4,0,5,0.02,0.001
72130,39.0,4,1,4,0.02,0.001
72131,-31.0,5,0,6,0.02,0.001
72132,46.0,11,1,11,0.02,0.001
72133,-29.0,7,0,8,0.02,0.001
72134,41.0,6,1,6,0.02,0.001
72135,40.0,5,1,5,0.02,0.001
72136,40.0,5,1,5,0.02,0.001
72137,44.0,9,1,9,0.02,0.001
72138,49.0,14,1,14,0.02,0.001
72139,46.0,11,1,11,0.02,0.001
72140,39.0,4,1,4,0.02,0.001
72141,-32.0,4,0,5,0.02,0.001
72142,-29.0,7,0,8,0.02,0.001
72143,-29.0,7,0,8,0.02,0.001
72144,-33.0,3,0,4,0.02,0.001
72145,-33.0,3,0,4,0.02,0.001
72146,-27.0,9,0,10,0.02,0.001
72147,36,1,1,1,0.02,0.001
72148,41.0,6,1,6,0.02,0.001
72149,37.0,2,1,2,0.02,0.001
72150,-28.0,8,0,9,0.02,0.001
72151,-26.0,10,0,11,0.02,0.001
72152,-31.0,5,0,6,0.02,0.001
72153,-31.0,5,0,6,0.02,0.001
72154,-35.0,1,0,2,0.02,0.001
72155,-31.0,5,0,6,0.02,0.001
72156,-31.0,5,0,6,0.02,0.001
72157,43.0,8,1,8,0.02,0.001
72158,39.0,4,1,4,0.02,0.001
72159,40.0,5,1,5,0.02,0.001
72160,44.0,9,1,9,0.02,0.001
72161,-35.0,1,0,2,0.02,0.001
72162,42.0,7,1,7,0.02,0.001
72163,-35.0,1,0,2,0.02,0.001
72164,-32.0,4,0,5,0.02,0.001
72165,47.0,12,1,12,0.02,0.001
72166,-30.0,6,0,7,0.02,0.001
72167,-27.0,9,0,10,0.02,0.001
72168,43.0,8,1,8,0.02,0.001
72169,-30.0,6,0,7,0.02,0.001
72170,44.0,9,1,9,0.02,0.001
72171,-23.0,13,0,14,0.02,0.001
72172,41.0,6,1,6,0.02,0.001
72173,-25.0,11,0,12,0.02,0.001
72174,39.0,4,1,4,0.02,0.001
72175,42.0,7,1,7,0.02,0.001
72176,39.0,4,1,4,0.02,0.001
72177,42.0,7,1,7,0.02,0.001
72178,41.0,6,1,6,0.02,0.001
72179,-31.0,5,0,6,0.02,0.001
72180,47.0,12,1,12,0.02,0.001
72181,42.0,7,1,7,0.02,0.001
72182,-35.0,1,0,2,0.02,0.001
72183,42.0,7,1,7,0.02,0.001
72184,-35.0,1,0,2,0.02,0.001
72185,40.0,5,1,5,0.02,0.001
72186,-30.0,6,0,7,0.02,0.001
72187,-21.0,15,0,16,0.02,0.001
72188,49.0,14,1,14,0.02,0.001
72189,45.0,10,1,10,0.02,0.001
72190,-34.0,2,0,3,0.02,0.001
72191,-30.0,6,0,7,0.02,0.001
72192,44.0,9,1,9,0.02,0.001
72193,39.0,4,1,4,0.02,0.001
72194,-35.0,1,0,2,0.02,0.001
72195,-35.0,1,0,2,0.02,0.001
72196,-29.0,7,0,8,0.02,0.001
72197,46.0,11,1,11,0.02,0.001
72198,-35.0,1,0,2,0.02,0.001
72199,-30.0,6,0,7,0.02,0.001
72200,47.0,12,1,12,0.02,0.001
72201,42.0,7,1,7,0.02,0.001
72202,46.0,11,1,11,0.02,0.001
72203,47.0,12,1,12,0.02,0.001
72204,-32.0,4,0,5,0.02,0.001
72205,46.0,11,1,11,0.02,0.001
72206,-35.0,1,0,2,0.02,0.001
72207,43.0,8,1,8,0.02,0.001
72208,43.0,8,1,8,0.02,0.001
72209,-28.0,8,0,9,0.02,0.001
72210,-33.0,3,0,4,0.02,0.001
72211,-35.0,1,0,2,0.02,0.001
72212,40.0,5,1,5,0.02,0.001
72213,39.0,4,1,4,0.02,0.001
72214,-34.0,2,0,3,0.02,0.001
72215,45.0,10,1,10,0.02,0.001
72216,-35.0,1,0,2,0.02,0.001
72217,-34.0,2,0,3,0.02,0.001
72218,-34.0,2,0,3,0.02,0.001
72219,-26.0,10,0,11,0.02,0.001
72220,-33.0,3,0,4,0.02,0.001
72221,-30.0,6,0,7,0.02,0.001
72222,-27.0,9,0,10,0.02,0.001
72223,-28.0,8,0,9,0.02,0.001
72224,-32.0,4,0,5,0.02,0.001
72225,42.0,7,1,7,0.02,0.001
72226,-33.0,3,0,4,0.02,0.001
72227,40.0,5,1,5,0.02,0.001
72228,-35.0,1,0,2,0.02,0.001
72229,-34.0,2,0,3,0.02,0.001
72230,-31.0,5,0,6,0.02,0.001
72231,-27.0,9,0,10,0.02,0.001
72232,42.0,7,1,7,0.02,0.001
72233,-35.0,1,0,2,0.02,0.001
72234,44.0,9,1,9,0.02,0.001
72235,42.0,7,1,7,0.02,0.001
72236,46.0,11,1,11,0.02,0.001
72237,41.0,6,1,6,0.02,0.001
72238,-33.0,3,0,4,0.02,0.001
72239,-34.0,2,0,3,0.02,0.001
72240,-35.0,1,0,2,0.02,0.001
72241,41.0,6,1,6,0.02,0.001
72242,43.0,8,1,8,0.02,0.001
72243,-30.0,6,0,7,0.02,0.001
72244,38.0,3,1,3,0.02,0.001
72245,41.0,6,1,6,0.02,0.001
72246,43.0,8,1,8,0.02,0.001
72247,-34.0,2,0,3,0.02,0.001
72248,38.0,3,1,3,0.02,0.001
72249,-34.0,2,0,3,0.02,0.001
72250,-28.0,8,0,9,0.02,0.001
72251,-31.0,5,0,6,0.02,0.001
72252,38.0,3,1,3,0.02,0.001
72253,-35.0,1,0,2,0.02,0.001
72254,-30.0,6,0,7,0.02,0.001
72255,43.0,8,1,8,0.02,0.001
72256,-33.0,3,0,4,0.02,0.001
72257,-35.0,1,0,2,0.02,0.001
72258,42.0,7,1,7,0.02,0.001
72259,41.0,6,1,6,0.02,0.001
72260,39.0,4,1,4,0.02,0.001
72261,-34.0,2,0,3,0.02,0.001
72262,-27.0,9,0,10,0.02,0.001
72263,-26.0,10,0,11,0.02,0.001
72264,54.0,19,1,19,0.02,0.001
72265,-35.0,1,0,2,0.02,0.001
72266,-34.0,2,0,3,0.02,0.001
72267,-35.0,1,0,2,0.02,0.001
72268,42.0,7,1,7,0.02,0.001
72269,-30.0,6,0,7,0.02,0.001
72270,-34.0,2,0,3,0.02,0.001
72271,-31.0,5,0,6,0.02,0.001
72272,-19.0,17,0,18,0.02,0.001
72273,-17.0,19,0,20,0.02,0.001
72274,39.0,4,1,4,0.02,0.001
72275,40.0,5,1,5,0.02,0.001
72276,38.0,3,1,3,0.02,0.001
72277,-31.0,5,0,6,0.02,0.001
72278,42.0,7,1,7,0.02,0.001
72279,-30.0,6,0,7,0.02,0.001
72280,42.0,7,1,7,0.02,0.001
72281,42.0,7,1,7,0.02,0.001
72282,43.0,8,1,8,0.02,0.001
72283,-32.0,4,0,5,0.02,0.001
72284,-32.0,4,0,5,0.02,0.001
72285,-31.0,5,0,6,0.02,0.001
72286,40.0,5,1,5,0.02,0.001
72287,-35.0,1,0,2,0.02,0.001
72288,-30.0,6,0,7,0.02,0.001
72289,44.0,9,1,9,0.02,0.001
72290,39.0,4,1,4,0.02,0.001
72291,-33.0,3,0,4,0.02,0.001
72292,42.0,7,1,7,0.02,0.001
72293,40.0,5,1,5,0.02,0.001
72294,43.0,8,1,8,0.02,0.001
72295,42.0,7,1,7,0.02,0.001
72296,-30.0,6,0,7,0.02,0.001
72297,-28.0,8,0,9,0.02,0.001
72298,-34.0,2,0,3,0.02,0.001
72299,-28.0,8,0,9,0.02,0.001
72300,-27.0,9,0,10,0.02,0.001
72301,42.0,7,1,7,0.02,0.001
72302,42.0,7,1,7,0.02,0.001
72303,41.0,6,1,6,0.02,0.001
72304,-30.0,6,0,7,0.02,0.001
72305,43.0,8,1,8,0.02,0.001
72306,-33.0,3,0,4,0.02,0.001
72307,46.0,11,1,11,0.02,0.001
72308,46.0,11,1,11,0.02,0.001
72309,-32.0,4,0,5,0.02,0.001
72310,40.0,5,1,5,0.02,0.001
72311,-33.0,3,0,4,0.02,0.001
72312,-31.0,5,0,6,0.02,0.001
72313,43.0,8,1,8,0.02,0.001
72314,42.0,7,1,7,0.02,0.001
72315,-31.0,5,0,6,0.02,0.001
72316,48.0,13,1,13,0.02,0.001
72317,-29.0,7,0,8,0.02,0.001
72318,-33.0,3,0,4,0.02,0.001
72319,-31.0,5,0,6,0.02,0.001
72320,-31.0,5,0,6,0.02,0.001
72321,45.0,10,1,10,0.02,0.001
72322,39.0,4,1,4,0.02,0.001
72323,42.0,7,1,7,0.02,0.001
72324,47.0,12,1,12,0.02,0.001
72325,48.0,13,1,13,0.02,0.001
72326,40.0,5,1,5,0.02,0.001
72327,43.0,8,1,8,0.02,0.001
72328,41.0,6,1,6,0.02,0.001
72329,37.0,2,1,2,0.02,0.001
72330,-32.0,4,0,5,0.02,0.001
72331,40.0,5,1,5,0.02,0.001
72332,-34.0,2,0,3,0.02,0.001
72333,40.0,5,1,5,0.02,0.001
72334,45.0,10,1,10,0.02,0.001
72335,-35.0,1,0,2,0.02,0.001
72336,-23.0,13,0,14,0.02,0.001
72337,48.0,13,1,13,0.02,0.001
72338,43.0,8,1,8,0.02,0.001
72339,41.0,6,1,6,0.02,0.001
72340,37.0,2,1,2,0.02,0.001
72341,-28.0,8,0,9,0.02,0.001
72342,-26.0,10,0,11,0.02,0.001
72343,-33.0,3,0,4,0.02,0.001
72344,44.0,9,1,9,0.02,0.001
72345,44.0,9,1,9,0.02,0.001
72346,44.0,9,1,9,0.02,0.001
72347,42.0,7,1,7,0.02,0.001
72348,39.0,4,1,4,0.02,0.001
72349,44.0,9,1,9,0.02,0.001
72350,-29.0,7,0,8,0.02,0.001
72351,43.0,8,1,8,0.02,0.001
72352,44.0,9,1,9,0.02,0.001
72353,-32.0,4,0,5,0.02,0.001
72354,-35.0,1,0,2,0.02,0.001
72355,37.0,2,1,2,0.02,0.001
72356,-35.0,1,0,2,0.02,0.001
